userId,contentId,contentConsumeOrder,subSectorId,subSectorName,themeTagId,subThemeTagsIds,regionTagsIds
user-000369,1149671,0,1,Info National,2,[],[]
user-000369,1149704,1,3,Québec,17,[355],[9]
user-000370,1149558,0,3,Québec,18,[65],[9]
user-000371,1149599,0,21,Nouveau-Brunswick,8,[215],"[19, 23, 24, 25]"
user-000371,1149943,1,1,Info National,2,"[1, 148, 151, 211]",[]
user-000372,1149569,0,1,Info National,5,[84],[8]
user-000372,1149671,1,1,Info National,5,[229],[]
user-000372,1149955,2,1,Info National,5,"[1, 148]",[]
user-000389,808675,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-000389,1149051,2,1,Info National,13,[102],[]
user-000390,1149650,0,3,Québec,18,[],[9]
user-000390,1149499,1,9,Ottawa–Gatineau,18,[204],[12]
user-000391,1149553,0,1,Info National,5,[84],[8]
user-000391,1129168,1,1,Info National,2,[],[]
user-000392,1149614,0,3,Québec,17,[355],[9]
user-000393,1149614,0,24,Toronto,18,[363],"[26, 27, 28]"
user-000393,1086727,1,3,Québec,18,[65],[9]
user-000393,1149892,2,1,Info National,2,"[173, 462]",[]
user-000409,1149458,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-000409,1149741,1,1,Info National,13,[102],[]
user-000410,1149671,0,1,Info National,5,[84],[8]
user-000410,1149599,1,1,Info National,13,"[102, 209]",[]
user-000411,1149599,0,1,Info National,2,"[1, 148, 151, 211]",[]
user-000411,1149679,1,54,Espaces autochtones,17,[96],[]
user-000412,1149664,0,1,Info National,2,"[71, 151]",[]
user-000412,1149878,1,1,Info National,5,[84],[8]
user-000413,1149925,0,5,Estrie,17,[27],[10]
user-000413,1149671,1,9,Ottawa–Gatineau,18,[],[12]
user-000429,1149739,5,2,Grand Montréal,18,[204],[8]
user-000429,1149799,6,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-000429,1149819,7,1,Info National,13,"[56, 102, 401, 463]",[]
user-000429,1149986,8,1,Info National,13,[102],[]
user-000430,1149672,0,1,Info National,5,[84],[8]
user-000430,1149757,1,5,Estrie,18,[65],[4]
user-000431,1149623,0,3,Québec,18,[65],[9]
user-000431,1149892,1,21,Nouveau-Brunswick,8,[215],"[19, 23, 24, 25]"
user-000432,1149892,0,1,Info National,13,"[102, 209]",[]
user-000432,1146699,1,1,Info National,18,"[75, 215]",[8]
user-000447,1149892,5,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-000447,1149677,6,1,Info National,13,"[56, 102, 401, 463]",[]
user-000447,1149739,7,1,Info National,13,[102],[]
user-000448,1149671,0,3,Québec,18,[],[9]
user-000448,1149920,1,1,Info National,2,[],[]
user-000449,1149614,0,3,Québec,6,[270],[9]
user-000449,1149892,1,21,Nouveau-Brunswick,18,[27],[24]
user-000450,1149599,0,3,Québec,18,[65],[9]
user-000451,318763,0,1,Info National,5,[84],[8]
user-000451,1149917,1,1,Info National,18,[347],[16]
user-000467,1149671,0,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-000467,1149892,1,1,Info National,2,"[148, 162]",[]
user-000468,1149522,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-000468,1148570,1,1,Info National,13,[102],[]
user-000468,1149486,2,1,Info National,5,[84],[8]
user-000469,1148805,0,1,Info National,2,[],[]
user-000469,1149892,1,1,Info National,2,"[173, 204]",[]
user-000470,1149524,0,3,Québec,20,[370],[9]
user-000470,1149524,1,12,Manitoba,19,[70],[15]
user-000470,1149671,2,21,Nouveau-Brunswick,18,[27],[24]
user-000485,1141306,1,1,Info National,2,"[148, 162]",[]
user-000485,1141196,2,1,Info National,13,"[56, 102, 401, 463]",[]
user-000486,1148570,0,1,Info National,13,[102],[]
user-000486,1148570,1,1,Info National,5,[84],[8]
user-000487,1149783,0,1,Info National,2,[],[]
user-000488,1000390,0,7,Saguenay–Lac-St-Jean,15,[65],[10]
user-000488,1115663,1,1,Info National,18,"[75, 215]",[8]
user-000488,1111310,2,54,Espaces autochtones,17,[96],[]
user-000489,1149902,0,1,Info National,2,"[71, 151]",[]
user-000489,1149892,1,1,Info National,18,[347],[16]
user-000506,1149883,1,3,Québec,8,[54],[9]
user-000506,1149653,2,1,Info National,13,"[56, 102, 401, 463]",[]
user-000506,1149553,3,1,Info National,13,[102],[]
user-000507,1149599,0,1,Info National,5,[84],[8]
user-000508,1149553,0,1,Info National,2,[],[]
user-000508,1148570,1,1,Info National,13,"[102, 209]",[]
user-000509,1149599,0,1,Info National,2,"[71, 151]",[]
user-000509,1149836,1,1,Info National,5,[84],[8]
user-000509,1149817,2,1,Info National,2,"[148, 202]",[]
user-000509,1149665,3,60,Thématique,9,[300],[]
user-000524,1148570,1,1,Info National,13,[102],[]
user-000524,1149677,2,1,Info National,5,[84],[8]
user-000524,1149671,3,1,Info National,2,[],[]
user-000524,1149917,4,7,Saguenay–Lac-St-Jean,15,[],[10]
user-000524,1149941,5,21,Nouveau-Brunswick,8,[215],"[19, 23, 24, 25]"
user-000524,1149955,6,1,Info National,13,"[102, 209]",[]
user-000525,610096,0,1,Info National,5,[84],[8]
user-000525,1149417,1,7,Saguenay–Lac-St-Jean,17,[94],[10]
user-000526,1149880,0,1,Info National,2,"[16, 148]",[]
user-000526,1148499,1,7,Saguenay–Lac-St-Jean,11,[27],[10]
user-000541,1147884,2,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-000542,1149671,0,1,Info National,2,"[148, 162]",[]
user-000542,1149672,1,1,Info National,13,"[71, 102]",[]
user-000542,1149856,2,1,Info National,13,"[56, 102, 401, 463]",[]
user-000542,1149892,3,1,Info National,13,[102],[]
user-000542,1149922,4,1,Info National,5,[84],[8]
user-000543,1149599,0,3,Québec,17,[355],[9]
user-000543,1149627,1,1,Info National,2,"[173, 204]",[]
user-000544,1149538,0,1,Info National,2,"[71, 151]",[]
user-000544,1149599,1,1,Info National,5,[84],[8]
user-000555,1149819,14,1,Info National,2,"[148, 162]",[]
user-000555,1149967,15,1,Info National,5,[102],[]
user-000555,1149949,16,1,Info National,13,"[71, 102]",[]
user-000555,1149973,17,1,Info National,13,"[56, 102, 401, 463]",[]
user-000555,1149647,18,1,Info National,13,[102],[]
user-000555,1149941,19,1,Info National,2,"[173, 204]",[]
user-000555,1149893,20,10,Alberta,6,[41],[13]
user-000555,1149679,21,3,Québec,18,[65],[9]
user-000556,1149562,0,1,Info National,5,[295],[]
user-000557,1149599,0,1,Info National,13,"[102, 209]",[]
user-000577,1149608,0,1,Info National,2,"[148, 162]",[]
user-000577,1149671,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-000578,1149614,0,1,Info National,13,[102],[]
user-000578,481060,1,1,Info National,5,[84],[8]
user-000579,1149955,0,1,Info National,2,[],[]
user-000579,1149671,1,9,Ottawa–Gatineau,17,[203],[12]
user-000579,1149614,2,7,Saguenay–Lac-St-Jean,15,[],[10]
user-000579,1149946,3,3,Québec,18,[65],[9]
user-000580,1149664,0,1,Info National,2,"[71, 151]",[]
user-000581,1149936,0,30,Sports,6,[41],[]
user-000600,1078549,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-000600,1149671,1,1,Info National,13,[102],[]
user-000600,1148570,2,9,Ottawa–Gatineau,8,"[183, 375]",[12]
user-000600,1142460,3,3,Québec,18,[65],[9]
user-000600,1103519,4,1,Info National,15,[65],[]
user-000600,805900,5,31,Arts,11,[110],[]
user-000600,1103519,6,1,Info National,13,"[101, 266]",[]
user-000600,658380,7,60,Thématique,9,[300],[]
user-000600,1149479,8,1,Info National,2,[202],[]
user-000600,1149552,9,1,Info National,13,[],[8]
user-000616,1149915,4,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-000616,1149836,5,1,Info National,13,"[56, 102, 401, 463]",[]
user-000616,1149817,6,1,Info National,13,[102],[]
user-000616,1149957,7,21,Nouveau-Brunswick,18,[27],[24]
user-000616,1149961,8,3,Québec,18,[65],[9]
user-000616,1149935,9,21,Nouveau-Brunswick,8,[215],"[19, 23, 24, 25]"
user-000616,1149961,10,1,Info National,2,"[71, 151]",[]
user-000617,1034916,0,1,Info National,5,[84],[8]
user-000617,1046548,1,1,Info National,18,[347],[16]
user-000618,1149927,0,1,Info National,2,"[16, 148]",[]
user-000638,1149513,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-000639,1149614,0,1,Info National,13,[102],[]
user-000639,1149967,1,19,Gaspésie–Îles-de-la-Madeleine,5,[84],"[20, 21, 22]"
user-000639,1149672,2,1,Info National,5,[84],[8]
user-000640,1149671,0,1,Info National,2,"[173, 204]",[]
user-000640,1148570,1,3,Québec,18,[65],[9]
user-000640,1149599,2,19,Gaspésie–Îles-de-la-Madeleine,5,[],[22]
user-000641,1149599,0,1,Info National,2,"[173, 462]",[]
user-000642,1149599,0,1,Info National,2,"[71, 151]",[]
user-000643,1055493,0,1,Info National,5,[84],[8]
user-000658,1149945,0,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-000658,1149917,1,1,Info National,2,"[148, 162]",[]
user-000659,1149892,0,1,Info National,13,[102],[]
user-000659,1149784,1,3,Québec,18,[],[9]
user-000660,1120629,0,1,Info National,2,[],[]
user-000660,1145807,1,3,Québec,20,[370],[9]
user-000661,1149892,0,3,Québec,18,[65],[9]
user-000661,1149917,1,1,Info National,18,[347],[16]
user-000662,1149534,0,30,Sports,6,[41],[]
user-000662,1149448,1,1,Info National,15,[65],[]
user-000670,1149526,0,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-000671,1149599,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-000671,1149553,1,1,Info National,13,[102],[]
user-000672,1149623,0,1,Info National,5,[84],[8]
user-000672,1149558,1,1,Info National,2,[],[]
user-000673,797525,0,9,Ottawa–Gatineau,8,"[183, 375]",[12]
user-000673,1139985,1,1,Info National,2,"[173, 204]",[]
user-000674,1147430,0,3,Québec,6,[270],[9]
user-000674,1146130,1,5,Estrie,18,[65],[4]
user-000675,1149677,0,3,Québec,18,[65],[9]
user-000691,1148570,1,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-000692,1149553,0,3,Québec,8,[54],[9]
user-000692,1149757,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-000692,1149671,2,1,Info National,13,[102],[]
user-000692,1149479,3,1,Info National,2,[],[]
user-000692,1149892,4,1,Info National,2,"[71, 151]",[]
user-000692,1149614,5,1,Info National,5,[84],[8]
user-000692,1149917,6,1,Info National,18,[347],[16]
user-000693,1149671,0,1,Info National,2,"[148, 202]",[]
user-000693,1149650,1,1,Info National,5,"[1, 148]",[]
user-000709,1149892,0,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-000709,1149941,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-000709,1149791,2,1,Info National,13,[102],[]
user-000709,1149791,3,3,Québec,18,[],[9]
user-000710,1149892,0,1,Info National,5,[84],[8]
user-000710,1149614,1,1,Info National,2,[],[]
user-000711,1149418,0,1,Info National,13,"[102, 209]",[]
user-000711,1149911,1,1,Info National,2,"[173, 462]",[]
user-000712,1149952,0,1,Info National,2,"[1, 148, 151, 211]",[]
user-000712,1149892,1,1,Info National,2,"[71, 151]",[]
user-000725,1149927,7,1,Info National,2,"[148, 162]",[]
user-000725,1149030,8,1,Info National,13,"[56, 102, 401, 463]",[]
user-000725,1143040,9,1,Info National,13,[102],[]
user-000725,1143947,10,1,Info National,2,[],[]
user-000726,1149653,0,1,Info National,2,"[173, 204]",[]
user-000726,1149892,1,3,Québec,18,[65],[9]
user-000727,1149697,0,21,Nouveau-Brunswick,6,"[41, 376]",[24]
user-000727,1149901,1,1,Info National,2,"[173, 462]",[]
user-000727,1149933,2,1,Info National,5,[84],[8]
user-000728,1149892,0,24,Toronto,18,[204],"[26, 27, 28]"
user-000742,1149553,1,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-000743,1149614,0,3,Québec,8,[54],[9]
user-000743,1149799,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-000743,1149599,2,1,Info National,13,[102],[]
user-000743,1149927,3,1,Info National,5,[84],[8]
user-000744,718530,0,3,Québec,17,[355],[9]
user-000745,1103714,0,3,Québec,18,[65],[9]
user-000745,1103714,1,1,Info National,5,[84],[8]
user-000745,1103714,2,1,Info National,18,[347],[16]
user-000745,1140327,3,9,Ottawa–Gatineau,18,[],[12]
user-000760,1149423,1,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-000761,1120530,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-000761,1149218,1,1,Info National,13,[102],[]
user-000761,1149009,2,1,Info National,5,[84],[8]
user-000762,1149438,0,1,Info National,2,[],[]
user-000762,1149455,1,9,Ottawa–Gatineau,8,"[183, 375]",[12]
user-000762,1149097,2,3,Québec,18,[65],[9]
user-000762,1149614,3,1,Info National,15,[65],[]
user-000762,1149961,4,1,Info National,2,"[16, 148]",[]
user-000762,1149892,5,9,Ottawa–Gatineau,17,[71],[12]
user-000776,1149882,4,1,Info National,2,"[148, 162]",[]
user-000777,1149030,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-000778,1149640,0,1,Info National,13,[102],[]
user-000778,1149892,1,1,Info National,2,[],[]
user-000779,1149892,0,1,Info National,2,"[173, 204]",[]
user-000779,1149498,1,1,Info National,5,[295],[]
user-000779,1149647,2,1,Info National,13,"[102, 209]",[]
user-000779,1149479,3,1,Info National,2,"[173, 462]",[]
user-000780,743492,0,1,Info National,2,"[71, 151]",[]
user-000780,1149671,1,1,Info National,5,[84],[8]
user-000792,1149892,4,1,Info National,5,[102],[]
user-000793,1149892,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-000793,1149663,1,1,Info National,13,[102],[]
user-000793,1149614,2,1,Info National,2,"[173, 462]",[]
user-000794,1149635,0,1,Info National,5,[84],[8]
user-000794,1149617,1,1,Info National,18,[347],[16]
user-000795,1149599,0,1,Info National,13,"[101, 266]",[]
user-000796,1149599,0,2,Grand Montréal,18,[204],[8]
user-000797,1149671,0,2,Grand Montréal,17,[178],[8]
user-000798,1149584,0,9,Ottawa–Gatineau,13,"[84, 102, 375]",[12]
user-000809,1149892,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-000810,1149971,0,1,Info National,13,[102],[]
user-000811,1149671,0,1,Info National,5,[84],[8]
user-000812,1149553,0,1,Info National,2,[],[]
user-000812,1010762,1,24,Toronto,18,[363],"[26, 27, 28]"
user-000812,1099644,2,3,Québec,6,[270],[9]
user-000812,786572,3,3,Québec,18,[65],[9]
user-000813,1149553,0,1,Info National,2,"[1, 148, 151, 211]",[]
user-000814,1109845,0,1,Info National,5,[84],[8]
user-000814,1027794,1,1,Info National,2,"[173, 202]",[]
user-000830,1149955,9,1,Info National,5,[102],[]
user-000831,1149458,0,3,Québec,8,[54],[9]
user-000831,1149882,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-000831,1143283,2,1,Info National,13,[102],[]
user-000832,1149783,0,1,Info National,5,[84],[8]
user-000833,1149679,0,1,Info National,2,[],[]
user-000833,1149665,1,3,Québec,18,[65],[9]
user-000834,1149043,0,1,Info National,2,"[1, 148, 151, 211]",[]
user-000834,1148570,1,1,Info National,2,"[71, 151]",[]
user-000834,1148512,2,1,Info National,5,[84],[8]
user-000846,1149671,0,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-000847,1149671,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-000848,1089720,0,1,Info National,13,[102],[]
user-000848,1052366,1,24,Toronto,18,[363],"[26, 27, 28]"
user-000849,1149961,0,1,Info National,18,"[75, 215]",[8]
user-000849,1149892,1,1,Info National,2,"[1, 148, 151, 211]",[]
user-000850,1149467,0,1,Info National,2,"[71, 151]",[]
user-000851,1148352,0,1,Info National,5,[84],[8]
